"","NGenes","Direction","PValue","FDR"
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP",21,"Down",0.436231114853501,0.999827083089274
"GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN",103,"Up",0.436240370066622,0.999827083089274
"JU_AGING_TERC_TARGETS_DN",4,"Up",0.436455309880467,0.999827083089274
"MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS",6,"Up",0.436798788843717,0.999827083089274
"MILI_PSEUDOPODIA",14,"Down",0.436843547307606,0.999827083089274
"JEPSEN_SMRT_TARGETS",16,"Down",0.436994566532835,0.999827083089274
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",16,"Down",0.437279689380001,0.999827083089274
"BERGER_MBD2_TARGETS",7,"Up",0.43795178205766,0.999827083089274
"BAFNA_MUC4_TARGETS_DN",3,"Up",0.437956488858604,0.999827083089274
"HAEGERSTRAND_RESPONSE_TO_IMATINIB",7,"Down",0.438387242048759,0.999827083089274
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",2,"Down",0.438692433108446,0.999827083089274
"PID_CONE_PATHWAY",11,"Up",0.438718686388707,0.999827083089274
"BIOCARTA_BARR_MAPK_PATHWAY",9,"Down",0.438773969982041,0.999827083089274
"AIYAR_COBRA1_TARGETS_DN",18,"Down",0.438891701168822,0.999827083089274
"GHANDHI_BYSTANDER_IRRADIATION_UP",42,"Up",0.439046481377538,0.999827083089274
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",12,"Down",0.439181659804684,0.999827083089274
"WALLACE_PROSTATE_CANCER_RACE_DN",26,"Down",0.439502588806631,0.999827083089274
"MATZUK_MALE_REPRODUCTION_SERTOLI",23,"Down",0.439857474255622,0.999827083089274
"PID_IFNG_PATHWAY",30,"Up",0.440143575877778,0.999827083089274
"KRISHNAN_FURIN_TARGETS_DN",1,"Up",0.440296868496944,0.999827083089274
"KIM_MYCN_AMPLIFICATION_TARGETS_DN",26,"Down",0.440502151004032,0.999827083089274
"BRIDEAU_IMPRINTED_GENES",47,"Down",0.44058400613292,0.999827083089274
"SUZUKI_RESPONSE_TO_TSA",10,"Down",0.440999867924805,0.999827083089274
"YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_DN",20,"Down",0.441152582301033,0.999827083089274
"CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP",29,"Down",0.441213362838883,0.999827083089274
"MOOTHA_FFA_OXYDATION",13,"Down",0.441521539629381,0.999827083089274
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",4,"Down",0.441704661055903,0.999827083089274
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD",10,"Down",0.441752522444901,0.999827083089274
"LY_AGING_PREMATURE_DN",23,"Up",0.441773324353081,0.999827083089274
"NATSUME_RESPONSE_TO_INTERFERON_BETA_DN",43,"Up",0.442442110918585,0.999827083089274
"APPEL_IMATINIB_RESPONSE",28,"Up",0.442738486506657,0.999827083089274
"REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_",46,"Down",0.442977692785917,0.999827083089274
"DANG_MYC_TARGETS_DN",23,"Down",0.443302945438435,0.999827083089274
"LIM_MAMMARY_STEM_CELL_DN",135,"Down",0.443576186328427,0.999827083089274
"ABBUD_LIF_SIGNALING_1_UP",33,"Down",0.443604188462026,0.999827083089274
"SMID_BREAST_CANCER_NORMAL_LIKE_DN",3,"Down",0.443671105922135,0.999827083089274
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G",29,"Down",0.443677741552214,0.999827083089274
"PEART_HDAC_PROLIFERATION_CLUSTER_UP",34,"Up",0.443695372864575,0.999827083089274
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING",10,"Up",0.443726067517678,0.999827083089274
"VALK_AML_CLUSTER_13",16,"Up",0.443920576010936,0.999827083089274
"FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN",23,"Up",0.444041646905329,0.999827083089274
"CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP",5,"Up",0.444233279343961,0.999827083089274
"JONES_TCOF1_TARGETS",2,"Down",0.444441117376167,0.999827083089274
"PID_FOXO_PATHWAY",31,"Down",0.444684396395028,0.999827083089274
"MCCABE_HOXC6_TARGETS_UP",3,"Up",0.444766320073393,0.999827083089274
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",10,"Up",0.444799003892288,0.999827083089274
"PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN",4,"Up",0.444853996865161,0.999827083089274
"BUSA_SAM68_TARGETS_DN",5,"Up",0.445124195012503,0.999827083089274
"GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION",6,"Down",0.44516273418882,0.999827083089274
"BIOCARTA_VDR_PATHWAY",9,"Up",0.445318074903781,0.999827083089274
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",8,"Up",0.445329370083783,0.999827083089274
"KIM_ALL_DISORDERS_DURATION_CORR_DN",61,"Down",0.445843083510284,0.999827083089274
"NABA_COLLAGENS",29,"Down",0.445988832862233,0.999827083089274
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",7,"Down",0.446485024540906,0.999827083089274
"CROSBY_E2F4_TARGETS",3,"Up",0.446568619366705,0.999827083089274
"REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D",24,"Up",0.446802878178948,0.999827083089274
"HEIDENBLAD_AMPLICON_8Q24_UP",15,"Up",0.447109289886639,0.999827083089274
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",50,"Down",0.447449405755943,0.999827083089274
"PLASARI_NFIC_TARGETS_BASAL_UP",20,"Up",0.447539880826708,0.999827083089274
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",11,"Up",0.447649759699513,0.999827083089274
"BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN",20,"Down",0.447739825976921,0.999827083089274
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",9,"Up",0.447859048794853,0.999827083089274
"REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION",11,"Down",0.448187857409546,0.999827083089274
"FARMER_BREAST_CANCER_CLUSTER_5",15,"Up",0.448420479191524,0.999827083089274
"KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD",18,"Down",0.448443353715977,0.999827083089274
"MANTOVANI_VIRAL_GPCR_SIGNALING_UP",38,"Up",0.448483416700911,0.999827083089274
"MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3",57,"Up",0.448657072327827,0.999827083089274
"BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP",13,"Down",0.449322184606309,0.999827083089274
"WHITFIELD_CELL_CYCLE_LITERATURE",36,"Up",0.449529680104858,0.999827083089274
"PID_EPO_PATHWAY",30,"Down",0.449639143536837,0.999827083089274
"BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS",65,"Down",0.449935028888877,0.999827083089274
"SEIDEN_MET_SIGNALING",7,"Down",0.450646641421073,0.999827083089274
"LU_TUMOR_VASCULATURE_DN",7,"Down",0.450964759173635,0.999827083089274
"MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3",2,"Down",0.451374954524972,0.999827083089274
"NIELSEN_LEIOMYOSARCOMA_UP",12,"Down",0.451534232281657,0.999827083089274
"NAKAMURA_ADIPOGENESIS_LATE_UP",53,"Up",0.451976067438855,0.999827083089274
"KEGG_CALCIUM_SIGNALING_PATHWAY",131,"Up",0.452389796465018,0.999827083089274
"PID_SMAD2_3PATHWAY",10,"Down",0.452470421608089,0.999827083089274
"REACTOME_ER_PHAGOSOME_PATHWAY",44,"Down",0.45255872966773,0.999827083089274
"JISON_SICKLE_CELL_DISEASE_UP",117,"Down",0.452646969155704,0.999827083089274
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",9,"Up",0.452955069042613,0.999827083089274
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10",29,"Down",0.45324559288117,0.999827083089274
"PID_REELIN_PATHWAY",26,"Down",0.45347363532793,0.999827083089274
"REACTOME_PI_METABOLISM",18,"Down",0.453531500634689,0.999827083089274
"KOINUMA_COLON_CANCER_MSI_DN",4,"Down",0.453557319511744,0.999827083089274
"TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP",18,"Up",0.453590131584092,0.999827083089274
"CADWELL_ATG16L1_TARGETS_UP",46,"Up",0.453641217410091,0.999827083089274
"CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE",16,"Down",0.453642986934755,0.999827083089274
"FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES_T1",7,"Down",0.453722587096019,0.999827083089274
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",21,"Up",0.453952470375254,0.999827083089274
"HASLINGER_B_CLL_WITH_6Q21_DELETION",4,"Up",0.454193861420471,0.999827083089274
"BIOCARTA_NEUROTRANSMITTERS_PATHWAY",6,"Down",0.454450717480089,0.999827083089274
"WELCH_GATA1_TARGETS",21,"Down",0.454644089478257,0.999827083089274
"NOUZOVA_METHYLATED_IN_APL",18,"Down",0.455287782054621,0.999827083089274
"YAGUE_PRETUMOR_DRUG_RESISTANCE_UP",3,"Up",0.455386274900822,0.999827083089274
"LUI_THYROID_CANCER_CLUSTER_3",14,"Up",0.455569420780503,0.999827083089274
"KEGG_BASAL_TRANSCRIPTION_FACTORS",8,"Up",0.455746315553032,0.999827083089274
"MCBRYAN_PUBERTAL_BREAST_3_4WK_UP",118,"Up",0.456599534144369,0.999827083089274
"EHRLICH_ICF_SYNDROM_DN",11,"Down",0.456844691917092,0.999827083089274
"ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN",13,"Down",0.457011372949196,0.999827083089274
"KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_DN",10,"Down",0.457191167061962,0.999827083089274
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",36,"Down",0.457209167139346,0.999827083089274
"COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN",65,"Down",0.457624835763637,0.999827083089274
"PHONG_TNF_TARGETS_DN",6,"Down",0.458167848297741,0.999827083089274
"MARSON_FOXP3_TARGETS_STIMULATED_DN",5,"Down",0.458430411305541,0.999827083089274
"GEISS_RESPONSE_TO_DSRNA_UP",24,"Up",0.458478189957325,0.999827083089274
"REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR",15,"Down",0.459335802654882,0.999827083089274
"MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP",42,"Up",0.45952008217595,0.999827083089274
"STAMBOLSKY_BOUND_BY_MUTATED_TP53",10,"Down",0.460863353538504,0.999827083089274
"WU_HBX_TARGETS_3_UP",13,"Up",0.46113057377822,0.999827083089274
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",44,"Down",0.461303112818267,0.999827083089274
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",33,"Up",0.461347819327546,0.999827083089274
"PID_S1P_S1P1_PATHWAY",21,"Down",0.461392355118477,0.999827083089274
"MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED",28,"Down",0.461417758331248,0.999827083089274
"STOSSI_RESPONSE_TO_ESTRADIOL",32,"Down",0.461594548345565,0.999827083089274
"LEIN_OLIGODENDROCYTE_MARKERS",34,"Down",0.461689497287428,0.999827083089274
"RICKMAN_HEAD_AND_NECK_CANCER_A",40,"Up",0.462178581906133,0.999827083089274
"BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP",42,"Up",0.462187400910354,0.999827083089274
"BIOCARTA_TID_PATHWAY",14,"Down",0.462463619395706,0.999827083089274
"PHONG_TNF_RESPONSE_VIA_P38_COMPLETE",111,"Up",0.463322672504109,0.999827083089274
"BIOCARTA_PROTEASOME_PATHWAY",21,"Down",0.463382926590327,0.999827083089274
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",7,"Down",0.464009199809324,0.999827083089274
"PID_PS1_PATHWAY",33,"Down",0.464369905379456,0.999827083089274
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP",32,"Down",0.464383160211045,0.999827083089274
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",187,"Up",0.464568039205871,0.999827083089274
"KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN",2,"Down",0.464628334163533,0.999827083089274
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",11,"Up",0.464649751093695,0.999827083089274
"WANG_TARGETS_OF_MLL_CBP_FUSION_UP",24,"Up",0.464761191520424,0.999827083089274
"REICHERT_MITOSIS_LIN9_TARGETS",11,"Down",0.464823002574416,0.999827083089274
"BROWN_MYELOID_CELL_DEVELOPMENT_DN",65,"Up",0.464903653541217,0.999827083089274
"HOEGERKORP_CD44_TARGETS_TEMPORAL_UP",6,"Down",0.465296088276047,0.999827083089274
"MIZUSHIMA_AUTOPHAGOSOME_FORMATION",4,"Down",0.465315502376783,0.999827083089274
"BROWNE_HCMV_INFECTION_30MIN_UP",34,"Up",0.465613103888486,0.999827083089274
"DORN_ADENOVIRUS_INFECTION_48HR_UP",9,"Down",0.465617203115272,0.999827083089274
"REACTOME_SEROTONIN_RECEPTORS",11,"Up",0.465947951728534,0.999827083089274
"WEBER_METHYLATED_HCP_IN_SPERM_UP",4,"Up",0.465958748693148,0.999827083089274
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",7,"Down",0.466108430407041,0.999827083089274
"PID_INTEGRIN_A4B1_PATHWAY",28,"Down",0.466195908400764,0.999827083089274
"LAIHO_COLORECTAL_CANCER_SERRATED_UP",54,"Up",0.466533759661823,0.999827083089274
"UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN",33,"Up",0.466711177668222,0.999827083089274
"GEISS_RESPONSE_TO_DSRNA_DN",10,"Down",0.466810895269737,0.999827083089274
"SA_TRKA_RECEPTOR",17,"Down",0.46686016363344,0.999827083089274
"KOBAYASHI_EGFR_SIGNALING_6HR_UP",3,"Down",0.466879369107327,0.999827083089274
"TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP",5,"Down",0.467056557361677,0.999827083089274
"JACKSON_DNMT1_TARGETS_UP",68,"Up",0.467115212542257,0.999827083089274
"RASHI_RESPONSE_TO_IONIZING_RADIATION_3",24,"Down",0.467608248160419,0.999827083089274
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1",32,"Down",0.46779504833902,0.999827083089274
"ISHIDA_E2F_TARGETS",30,"Down",0.468086538662342,0.999827083089274
"REACTOME_MEIOTIC_SYNAPSIS",18,"Up",0.468131815008199,0.999827083089274
"WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER",39,"Up",0.468327041662027,0.999827083089274
"BIOCARTA_VIP_PATHWAY",25,"Up",0.468805397156212,0.999827083089274
"HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN",65,"Up",0.468871794161134,0.999827083089274
"MANALO_HYPOXIA_DN",97,"Down",0.469562352958071,0.999827083089274
"SOUCEK_MYC_TARGETS",6,"Up",0.469730006824701,0.999827083089274
"PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP",21,"Up",0.469730943274372,0.999827083089274
"GAJATE_RESPONSE_TO_TRABECTEDIN_DN",6,"Down",0.469742770295929,0.999827083089274
"ONGUSAHA_TP53_TARGETS",30,"Down",0.469799127896028,0.999827083089274
"MARSHALL_VIRAL_INFECTION_RESPONSE_UP",4,"Down",0.470036917871661,0.999827083089274
"WANG_BARRETTS_ESOPHAGUS_UP",24,"Up",0.470055870937328,0.999827083089274
"SIG_IL4RECEPTOR_IN_B_LYPHOCYTES",22,"Down",0.470992715330087,0.999827083089274
"BOYLAN_MULTIPLE_MYELOMA_PCA3_UP",32,"Up",0.471224059528254,0.999827083089274
"JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP",60,"Up",0.471992572022791,0.999827083089274
"SANSOM_APC_TARGETS_UP",65,"Down",0.472083440895799,0.999827083089274
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN",34,"Up",0.472207474242772,0.999827083089274
"FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN",31,"Down",0.472223023705854,0.999827083089274
"HOFMANN_CELL_LYMPHOMA_UP",45,"Up",0.472301794390486,0.999827083089274
"LIU_IL13_PRIMING_MODEL",9,"Down",0.472392395353043,0.999827083089274
"WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP",8,"Down",0.472547893854214,0.999827083089274
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",16,"Down",0.473025150654482,0.999827083089274
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",16,"Up",0.473708851033826,0.999827083089274
"BIOCARTA_INSULIN_PATHWAY",19,"Down",0.473734499805612,0.999827083089274
"TOOKER_GEMCITABINE_RESISTANCE_UP",38,"Down",0.474115393672851,0.999827083089274
"SASAKI_TARGETS_OF_TP73_AND_TP63",8,"Down",0.474271143263598,0.999827083089274
"ZHANG_TLX_TARGETS_60HR_DN",127,"Down",0.474405683885444,0.999827083089274
"COLINA_TARGETS_OF_4EBP1_AND_4EBP2",172,"Down",0.474544892402683,0.999827083089274
"LINDSTEDT_DENDRITIC_CELL_MATURATION_C",44,"Down",0.474597212730301,0.999827083089274
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN",6,"Down",0.474813357626009,0.999827083089274
"PID_LKB1_PATHWAY",26,"Down",0.474989710468699,0.999827083089274
"BROWNE_HCMV_INFECTION_14HR_UP",67,"Down",0.475035630253547,0.999827083089274
"NAKAMURA_METASTASIS_MODEL_UP",18,"Down",0.475124569889771,0.999827083089274
"KUMAR_PATHOGEN_LOAD_BY_MACROPHAGES",62,"Up",0.475980882662826,0.999827083089274
"ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS",5,"Down",0.476170198165511,0.999827083089274
"IWANAGA_CARCINOGENESIS_BY_KRAS_UP",74,"Down",0.476240568189898,0.999827083089274
"REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS",9,"Down",0.476284573288768,0.999827083089274
"GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN",47,"Down",0.476344534551572,0.999827083089274
"BAKER_HEMATOPOESIS_STAT1_TARGETS",10,"Up",0.476386307106504,0.999827083089274
"GABRIELY_MIR21_TARGETS",86,"Down",0.47661084500105,0.999827083089274
"BIOCARTA_FEEDER_PATHWAY",4,"Down",0.476820569526893,0.999827083089274
"LEIN_MIDBRAIN_MARKERS",34,"Down",0.476987015389038,0.999827083089274
"JAIN_NFKB_SIGNALING",27,"Down",0.47700251079893,0.999827083089274
"FRASOR_RESPONSE_TO_ESTRADIOL_DN",48,"Up",0.477027685529871,0.999827083089274
"MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP",83,"Down",0.477041306038562,0.999827083089274
"HOWLIN_CITED1_TARGETS_1_UP",16,"Up",0.477198228201205,0.999827083089274
"LUI_THYROID_CANCER_CLUSTER_1",30,"Down",0.477982503520243,0.999827083089274
"THEODOROU_MAMMARY_TUMORIGENESIS",18,"Down",0.478049171749667,0.999827083089274
"PID_AR_TF_PATHWAY",46,"Up",0.478374769718004,0.999827083089274
"MELLMAN_TUT1_TARGETS_DN",21,"Down",0.478510938462577,0.999827083089274
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD",17,"Down",0.478562609143047,0.999827083089274
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP",43,"Up",0.478783151549843,0.999827083089274
"KEGG_GLIOMA",51,"Down",0.478966090899575,0.999827083089274
"KAUFFMANN_DNA_REPAIR_GENES",125,"Down",0.479282422776275,0.999827083089274
"MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN",13,"Up",0.479392553413862,0.999827083089274
"REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS",4,"Down",0.479835972140658,0.999827083089274
"NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN",10,"Down",0.480079488742221,0.999827083089274
"SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3",45,"Up",0.480225563519373,0.999827083089274
"PID_ARF_3PATHWAY",11,"Up",0.480260064846761,0.999827083089274
"PROVENZANI_METASTASIS_UP",85,"Up",0.480469504336438,0.999827083089274
"LE_NEURONAL_DIFFERENTIATION_UP",10,"Up",0.480780145871535,0.999827083089274
"PID_ERBB_NETWORK_PATHWAY",12,"Down",0.480923212918686,0.999827083089274
"HARRIS_BRAIN_CANCER_PROGENITORS",23,"Up",0.481032758458952,0.999827083089274
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE",19,"Down",0.481349181623905,0.999827083089274
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN",9,"Down",0.481432952867655,0.999827083089274
"ZHAN_MULTIPLE_MYELOMA_UP",32,"Up",0.481530260988851,0.999827083089274
"DORN_ADENOVIRUS_INFECTION_24HR_DN",33,"Up",0.481702701760203,0.999827083089274
"RUAN_RESPONSE_TO_TROGLITAZONE_UP",24,"Down",0.48180427647646,0.999827083089274
"HSIAO_LIVER_SPECIFIC_GENES",160,"Down",0.482391200071204,0.999827083089274
"WANG_HCP_PROSTATE_CANCER",50,"Up",0.482637179778899,0.999827083089274
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",14,"Down",0.48271574271514,0.999827083089274
"GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION",19,"Down",0.482728731326574,0.999827083089274
"PARK_APL_PATHOGENESIS_DN",36,"Up",0.483029768537018,0.999827083089274
"ELVIDGE_HIF1A_TARGETS_UP",24,"Down",0.483293437886077,0.999827083089274
"OSADA_ASCL1_TARGETS_DN",18,"Up",0.483579392727586,0.999827083089274
"ROSS_AML_WITH_MLL_FUSIONS",37,"Down",0.483612408694879,0.999827083089274
"MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED",23,"Up",0.483831419365158,0.999827083089274
"BOYLAN_MULTIPLE_MYELOMA_D_DN",37,"Up",0.483870605471033,0.999827083089274
"ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP",26,"Up",0.483996657283085,0.999827083089274
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17",10,"Down",0.484341425624885,0.999827083089274
"KEGG_MISMATCH_REPAIR",13,"Down",0.484588426409726,0.999827083089274
"PID_P38_ALPHA_BETA_PATHWAY",24,"Down",0.484683537368269,0.999827083089274
"KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN",50,"Down",0.484828670959865,0.999827083089274
"NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN",16,"Down",0.484916564553154,0.999827083089274
"WENG_POR_TARGETS_GLOBAL_DN",12,"Down",0.485241058400995,0.999827083089274
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",52,"Up",0.485595990339294,0.999827083089274
"YIH_RESPONSE_TO_ARSENITE_C1",19,"Down",0.48575963819191,0.999827083089274
"MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3",19,"Up",0.485800614027417,0.999827083089274
"LIU_COMMON_CANCER_GENES",24,"Up",0.485986069805915,0.999827083089274
"BIOCARTA_NKCELLS_PATHWAY",25,"Down",0.485988270100443,0.999827083089274
"BIOCARTA_ERK_PATHWAY",26,"Down",0.486163371925768,0.999827083089274
"GESERICK_TERT_TARGETS_DN",18,"Up",0.48625829277749,0.999827083089274
"BIOCARTA_ALK_PATHWAY",35,"Up",0.486275590026656,0.999827083089274
"IGARASHI_ATF4_TARGETS_DN",40,"Up",0.486370290559643,0.999827083089274
"BIOCARTA_CSK_PATHWAY",19,"Down",0.486423045891095,0.999827083089274
"AGARWAL_AKT_PATHWAY_TARGETS",10,"Down",0.486470986596664,0.999827083089274
"KAMIKUBO_MYELOID_CEBPA_NETWORK",21,"Up",0.486667137508671,0.999827083089274
"MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_UP",15,"Down",0.486939553917339,0.999827083089274
"CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN",43,"Down",0.48710470702493,0.999827083089274
"REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION",6,"Down",0.487448835700513,0.999827083089274
"PECE_MAMMARY_STEM_CELL_UP",74,"Up",0.487528040672263,0.999827083089274
"REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM",7,"Down",0.487701461060514,0.999827083089274
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",16,"Down",0.487977175957905,0.999827083089274
"ROME_INSULIN_TARGETS_IN_MUSCLE_DN",61,"Down",0.488098205102535,0.999827083089274
"PID_BMP_PATHWAY",25,"Up",0.48824355291849,0.999827083089274
"BIOCARTA_MCM_PATHWAY",15,"Up",0.488443983037688,0.999827083089274
"AMIT_EGF_RESPONSE_120_HELA",38,"Up",0.488469536581087,0.999827083089274
"PIONTEK_PKD1_TARGETS_UP",21,"Up",0.488481109334285,0.999827083089274
"BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP",17,"Up",0.488700877122692,0.999827083089274
"KORKOLA_TERATOMA_UP",10,"Up",0.489118016068781,0.999827083089274
"HAHTOLA_CTCL_PATHOGENESIS",8,"Up",0.489161195282962,0.999827083089274
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",4,"Up",0.489393653439947,0.999827083089274
"ZHU_CMV_ALL_UP",77,"Down",0.489905678354936,0.999827083089274
"COLDREN_GEFITINIB_RESISTANCE_UP",22,"Down",0.489931021850063,0.999827083089274
"MIZUKAMI_HYPOXIA_DN",5,"Down",0.489938430751119,0.999827083089274
"BIOCARTA_CARDIACEGF_PATHWAY",18,"Down",0.490056367118245,0.999827083089274
"BIOCARTA_CERAMIDE_PATHWAY",20,"Down",0.490300904406714,0.999827083089274
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2",44,"Down",0.490340803581187,0.999827083089274
"LI_DCP2_BOUND_MRNA",30,"Up",0.490655834711454,0.999827083089274
"COURTOIS_SENESCENCE_TRIGGERS",5,"Down",0.490748856327237,0.999827083089274
"GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_UP",6,"Down",0.491115403679464,0.999827083089274
"REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX",34,"Down",0.491227744873432,0.999827083089274
"WHITFIELD_CELL_CYCLE_S",52,"Down",0.491227749005022,0.999827083089274
"REACTOME_GLYCOLYSIS",20,"Up",0.4914327620036,0.999827083089274
"ZUCCHI_METASTASIS_UP",23,"Down",0.492356922166985,0.999827083089274
"WATANABE_COLON_CANCER_MSI_VS_MSS_DN",31,"Down",0.492541506939839,0.999827083089274
