"logFC","logCPM","LR","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
1.69518901352652,-3.23819928456692,5.25485998869714,0.0218855620903488,0.135238972424241,"29265",NA,NA
0.394853791726143,5.86246145893558,5.25265140551365,0.0219133560465308,0.135382452084548,"18668",NA,NA
0.562957361838822,5.87284092769175,5.25157113239165,0.0219269640751499,0.135438248356483,"4612",NA,NA
-2.12681078197877,-0.345540081035027,5.24941256005152,0.0219541814912416,0.135578066124857,"29558",NA,NA
0.460709582006057,8.93529341859368,5.24782559711946,0.021974213808351,0.135673463223562,"24131","Ldb3","LIM domain binding 3"
0.65949230076297,7.76128405185105,5.24741835782717,0.021979357463403,0.135676913937106,"21588",NA,NA
-0.480234402849752,3.46510142026603,5.24674823766837,0.0219878241622209,0.135700871831617,"28511",NA,NA
0.678024695733822,2.6034596855928,5.24577844486193,0.022000083086919,0.135748219097413,"22927",NA,NA
-0.485105784385151,3.42852898629343,5.24420971591325,0.0220199280136033,0.135842345154589,"14062","F2r","coagulation factor II (thrombin) receptor"
0.574868226801466,5.28192517115479,5.24353085420882,0.0220285215801557,0.135857222050882,"24587",NA,NA
0.47676357906336,3.38429246028939,5.2432939546446,0.0220315212591553,0.135857222050882,"20122",NA,NA
1.00251452385456,-2.78209143454734,5.24230391790409,0.0220440619210441,0.135906234256137,"21020","T(1;7)27Ad","reciprocal translocation, Chr 1 and 7, Adler 27"
-0.774610965092611,-0.542442337580227,5.24024661462224,0.0220701451567285,0.135984207816822,"6206",NA,NA
1.49735399185679,-2.59416124930219,5.24023909137267,0.0220702405978536,0.135984207816822,"3970",NA,NA
0.40892575602215,4.61549516084979,5.2402190603639,0.0220704947164599,0.135984207816822,"7472",NA,NA
-2.13372270364754,-3.82103529888981,5.23908803138401,0.0220848481634724,0.136005257448536,"20282","Scp2-ps2","sterol carrier protein 2, pseudogene 2"
-0.798354011251772,0.481662893164704,5.23876020631894,0.0220890102705651,0.136005257448536,"3252",NA,NA
-0.739361999892969,2.18930662037999,5.23874222193253,0.0220892386260417,0.136005257448536,"22542",NA,NA
0.607652208084445,5.53139620198294,5.2385015679838,0.0220922945478698,0.136005257448536,"16491","Kcna3","potassium voltage-gated channel, shaker-related subfamily, member 3"
-0.971695490460524,-2.97006101939632,5.23735434869855,0.0221068684265135,0.136044995462883,"953",NA,NA
-1.38167484284897,-0.671498844015377,5.23726972288968,0.022107943877978,0.136044995462883,"1722",NA,NA
0.445828523471449,5.1237615708629,5.23505159126809,0.0221361519296629,0.136190258639192,"22250",NA,NA
-0.677295242009806,5.75952649121445,5.2338773887743,0.0221510993904469,0.136253894047287,"3838",NA,NA
0.679233759009474,5.18291608816405,5.23300971152668,0.0221621515381616,0.136293547478972,"12317","Calr","calreticulin"
-1.17459544625056,-1.38660815166892,5.23259928406796,0.022167381399347,0.136297385778283,"1315",NA,NA
-0.395931917836026,6.56256432290496,5.23213008630821,0.0221733617057972,0.136305835679198,"4746",NA,NA
0.424772325853787,5.59729485261114,5.22924848265629,0.0222101267557179,0.136503485167593,"9297",NA,NA
-1.08621200247275,-2.17275252358085,5.22756483690664,0.0222316368365757,0.136607314971924,"23674",NA,NA
0.436602190395732,8.51860297247362,5.22542593219391,0.0222589943862129,0.136747025300228,"4701",NA,NA
-1.21137972336178,-3.02394538303326,5.22322643128296,0.0222871633639327,0.136891661566804,"15527","Hspa9-ps1","heat shock protein 9, pseudogene 1"
0.598237668056298,1.39211771294621,5.22137371319207,0.0223109197551062,0.137009140550499,"5453",NA,NA
0.362553647920296,4.67775088121985,5.21849511946764,0.0223478824490543,0.137207652554951,"6123",NA,NA
0.434538745327875,7.31487885478248,5.21796253156992,0.0223547281166823,0.13722121326633,"9900",NA,NA
-0.774495421050368,1.32722230844651,5.21592304752528,0.0223809629093279,0.137353760965521,"15965","Ifna2","interferon alpha 2"
-2.88006313400803,-3.99971972329129,5.21506834041914,0.0223919668715258,0.137392800254834,"27369","Dguok","deoxyguanosine kinase"
0.460473554837679,8.49974959506162,5.21254308968847,0.0224245110765007,0.137563962746037,"6421",NA,NA
-2.03237025819133,-3.80328977981929,5.21146690952613,0.022438395253406,0.137592308170029,"23862",NA,NA
-1.93786150182977,-3.68174445077678,5.21115786578279,0.0224423839808536,0.137592308170029,"26299",NA,NA
0.874084769491883,0.649049999667892,5.21110393120789,0.0224430801722275,0.137592308170029,"18240",NA,NA
1.01041261901608,-0.395936450735369,5.21045621543378,0.0224514426823109,0.137599011015736,"25777",NA,NA
-0.765138900637178,1.94325295629877,5.21029900148653,0.0224534729224813,0.137599011015736,"23742",NA,NA
-1.1992368929012,-2.50389234232601,5.20939576130725,0.0224651409336025,0.137642011521346,"27663",NA,NA
-1.47689132192062,-3.63013848137121,5.20875620921037,0.0224734064343858,0.137651701553399,"8388",NA,NA
-0.746651135528225,-1.39357637105616,5.20855360888496,0.0224760254758228,0.137651701553399,"17673",NA,NA
0.365148775030561,8.38334983203289,5.2064493000874,0.0225032468655627,0.137789899543264,"22677",NA,NA
-0.495339338557261,2.55214344541596,5.20582223367798,0.0225113652169144,0.137811094510581,"28610",NA,NA
2.11555974050237,-4.10205665612398,5.20444534887944,0.0225292017849091,0.137891761824367,"16375","Is(1;11)2H","insertion, Chr 1 and 11, Harwell 2"
1.38455097457205,-1.46163236343142,5.20304584230359,0.0225473464098545,0.137974280874033,"18628","Per3","period circadian clock 3"
-0.354655670688093,5.62697156021147,5.20070721731842,0.0225777005218367,0.13808073756122,"2862",NA,NA
-1.25045604289154,-2.37653695350412,5.20069456550676,0.0225778648507549,0.13808073756122,"14001","Etohi3","ethanol induced 3"
0.681416578678414,8.44300680621913,5.20062709441402,0.0225787412245715,0.13808073756122,"11645",NA,NA
-0.644203579328523,5.022144490435,5.20008615385338,0.02258576871007,0.13809517632998,"13290",NA,NA
-1.03209846751267,-2.20481114613743,5.19776370439479,0.0226159659602072,0.138251245746832,"5265",NA,NA
0.952990729010855,-2.41627031958824,5.1971056239264,0.0226245301434954,0.13826117421626,"24257",NA,NA
0.495883677212648,4.74835370176647,5.19692093255205,0.0226269342996434,0.13826117421626,"26174",NA,NA
-0.849138137795466,-0.923433589716031,5.1942435614753,0.0226618158050342,0.138445729793224,"15955",NA,NA
0.352891229724767,4.93707541648681,5.19331575165201,0.0226739165568848,0.138473040701396,"21804","Tgfb1i1","transforming growth factor beta 1 induced transcript 1"
0.607957203438569,3.19042367452977,5.19318328611737,0.0226756447551435,0.138473040701396,"21688",NA,NA
-0.896694838318487,-1.40188150443675,5.19261483136286,0.0226830625928584,0.138489760947072,"20040",NA,NA
-1.69804870011518,-3.00241019875755,5.19114428655521,0.0227022635870544,0.138578400645978,"11776","Ap3d1","adaptor-related protein complex 3, delta 1 subunit"
1.14117765712531,5.0464903085268,5.18957983425395,0.0227227092304168,0.138674599764018,"924",NA,NA
-1.19116126516994,2.56874252705823,5.18885696895359,0.0227321627170368,0.138703688924798,"25077",NA,NA
-0.311924290736814,5.65329012459335,5.18678343027734,0.0227593026602421,0.138820250113744,"8453",NA,NA
-1.99825281849352,-3.35483594760091,5.18668071766106,0.0227606479083529,0.138820250113744,"14269","Fnbp1","formin binding protein 1"
-1.06511701294697,-1.96367110104384,5.18586074398358,0.0227713902264769,0.138857150416676,"26971","Pla2g2f","phospholipase A2, group IIF"
-0.460997643608237,4.29151260629534,5.1853196940932,0.0227784812948863,0.138871775228589,"22723",NA,NA
0.67777297774992,7.71075221514459,5.18274833180998,0.022812213192692,0.139048779610985,"13660","Ehd1","EH-domain containing 1"
0.532703334585465,3.97899049080891,5.18221696736337,0.0228191902424988,0.139062664095195,"9115",NA,NA
-1.24705938769377,0.841757766766749,5.17991026687971,0.0228495038886237,0.139192135957752,"18427",NA,NA
-1.50269480438012,-1.95595317337676,5.17973485141051,0.0228518108288226,0.139192135957752,"976",NA,NA
-1.20624608963989,-2.34012606690195,5.17952687511721,0.0228545462987435,0.139192135957752,"26160",NA,NA
1.2973133851234,-3.26987250955329,5.17818630241421,0.0228721867255262,0.139270909828909,"18740","Pitx1","paired-like homeodomain transcription factor 1"
-1.93747497721095,-3.91395042795702,5.17768146279061,0.0228788335038528,0.139282723694613,"22002",NA,NA
1.47290693163426,-3.70586706253807,5.17616139801051,0.022898858949325,0.139369760061485,"19888","Rp1","retinitis pigmentosa 1 (human)"
2.12357992222533,-3.75504144204506,5.17588142168681,0.0229025493589364,0.139369760061485,"9459",NA,NA
-2.23648702810483,-3.72673525476415,5.17474588002249,0.0229175234244921,0.139393166012821,"23459",NA,NA
-0.711043558137201,2.72293128830382,5.17462517358558,0.0229191157425862,0.139393166012821,"1504",NA,NA
0.597186238547307,5.29330315373073,5.17451822463243,0.0229205266724694,0.139393166012821,"18329","Olfr30","olfactory receptor 30"
0.496007292936583,3.37413888274233,5.17307058983152,0.0229396335328749,0.139480701692699,"13059",NA,NA
1.57903399811574,-3.37143578347831,5.17229921236376,0.0229498214347215,0.139503353436082,"28564",NA,NA
-0.688746060777076,0.765036661981166,5.17185464871572,0.0229556951013178,0.139503353436082,"28160","DYzEms14","DNA segment, Chr Y, repetitive sequence, Elizabeth M. Simpson 14"
-1.44660950174531,-1.74529706401672,5.17171797771378,0.0229575011399223,0.139503353436082,"9281",NA,NA
0.320914399479636,5.1609296586481,5.171207960561,0.0229642420607284,0.139515667276357,"2850",NA,NA
-1.67962508615435,-2.74192490052288,5.17015811444011,0.0229781243857311,0.13957135364264,"8157",NA,NA
0.787263589205201,0.735213977795612,5.16884180864476,0.0229955424524193,0.139642860832497,"692",NA,NA
-0.487601840456602,6.15457381781894,5.16855538122439,0.0229993344269791,0.139642860832497,"28449",NA,NA
0.298316275619264,5.6610075693369,5.16625831422357,0.0230297684452098,0.139798961558789,"17168","Nprl3","nitrogen permease regulator-like 3"
1.02060339440738,-2.30435982480379,5.16565280487004,0.0230377978359904,0.139819022018143,"19220","Ptgfr","prostaglandin F receptor"
-0.823476677072801,-1.56162751461928,5.16336829595331,0.0230681178332259,0.139974330744034,"16606",NA,NA
-0.42132648456003,3.75501607182024,5.16282702169893,0.0230753076836748,0.139989253850551,"1373",NA,NA
-0.609130360055618,4.900919486993,5.16230653691951,0.0230822235744867,0.140000150890999,"10168",NA,NA
1.30853808535164,0.937334011387965,5.16197984053481,0.0230865656184935,0.140000150890999,"18454",NA,NA
-1.47776759318894,7.97943189383832,5.15968635028154,0.0231170716999596,0.140156423441284,"9607",NA,NA
-1.05188496751804,-2.0208848180802,5.15897792703144,0.0231265029963372,0.14018488389402,"4951",NA,NA
-2.36636491267869,-1.19171730905917,5.15803801995921,0.023139022213193,0.140232046765313,"17017",NA,NA
-1.42088480964637,-2.70452946694098,5.15748590780347,0.023146379419753,0.140247912810964,"20997","T","brachyury, T-box transcription factor T"
0.949770478433422,4.98614947291598,5.15669692937253,0.023156897212596,0.140282918978987,"25223",NA,NA
0.448270614609558,5.76757691418006,5.15459049682977,0.0231850021353087,0.140424430657018,"29065",NA,NA
0.561365194948831,6.29627875487859,5.14839249669984,0.0232679037994972,0.140897703527424,"21597",NA,NA
-2.22491629766109,-2.92354767717532,5.14772799277453,0.0232768101284342,0.140900069880801,"19278",NA,NA
-1.24360390733303,-2.5073017524759,5.14765287838469,0.0232778171069928,0.140900069880801,"27472","51S","DNA segment, 51S"
-0.94960463906051,2.978997724309,5.14717790380652,0.023284185630768,0.140909796599451,"29008",NA,NA
-1.08723587978533,-1.43577765885218,5.14664870097631,0.023291283382044,0.14092211540237,"21940","Cd27","CD27 antigen"
-0.819967729151001,-0.458601780237393,5.14631611474898,0.0232957452285471,0.14092211540237,"2173",NA,NA
1.20991564200847,-0.574573642324811,5.14477816753779,0.0233163892530197,0.141018170276847,"3672",NA,NA
0.343034107762929,5.88699622050993,5.14348385814107,0.0233337776006638,0.141094499496617,"21458","Tcp10","t-complex protein 10"
0.401122208204305,6.31202656188029,5.14265712264794,0.0233448913820079,0.141132864283505,"15064","Mr1","major histocompatibility complex, class I-related"
0.610288767054913,9.707362423148,5.14210305732927,0.023352342737773,0.141149076519386,"14091",NA,NA
-1.75081726573364,-2.43944301805151,5.14019922211134,0.0233779652952333,0.1412750922977,"4028",NA,NA
0.833012274032317,0.404294497542188,5.13983538248083,0.0233828653078989,0.141275854033616,"19858","Rnu3b1","U3B small nuclear RNA 1"
-0.440497634988008,4.33867145992355,5.13383323952553,0.0234638530831562,0.141736232759714,"18249","Obp1a","odorant binding protein IA"
0.460560614453787,5.97149930944732,5.13239694528454,0.0234832763026601,0.141824611351963,"4836",NA,NA
1.20126221599262,-1.49998873246375,5.13157325188676,0.0234944227522768,0.141862977455239,"16155","Il10rb","interleukin 10 receptor, beta"
0.314925679283241,5.68191104189203,5.13068836301633,0.02350640342937,0.141875451793113,"25301",NA,NA
1.21458879209717,-2.75660906175527,5.13063442533604,0.023507133906608,0.141875451793113,"3658",NA,NA
0.467965866347171,4.65894289978338,5.13006273890203,0.0235148776950166,0.141875451793113,"23865",NA,NA
-0.779633600895098,3.22131038662947,5.13000458526481,0.02351566556433,0.141875451793113,"29449",NA,NA
-0.87257182405704,-1.19782015301661,5.12804284686582,0.0235422593694992,0.142006946906153,"13184","Dcpp1","demilune cell and parotid protein 1"
0.340840623448302,5.44729620681142,5.1272367762278,0.0235531956988076,0.142034674863078,"28132","D9Mgc42e","DNA segment, Chr 9, MRC UK Mouse Genome Centre 42 expressed"
-0.412111019208921,5.31932656943844,5.12699659356347,0.0235564553856651,0.142034674863078,"6003",NA,NA
0.356859345649963,8.77392793875293,5.12460456812335,0.0235889447782705,0.142201597641752,"24840",NA,NA
-1.37846816445089,-2.40253233166749,5.12342652342364,0.0236049625015732,0.14225604181257,"2265",NA,NA
0.327620258769298,5.52433697543254,5.12323333370824,0.0236075903538516,0.14225604181257,"14132","Fcgrt","Fc receptor, IgG, alpha chain transporter"
-1.4031033464044,-3.33262192028296,5.12086488231089,0.0236398317530045,0.142397791372291,"19085","Prkar1b","protein kinase, cAMP dependent regulatory, type I beta"
-1.63197291514863,-3.22382598776152,5.12079838421966,0.023640737641066,0.142397791372291,"12478","Cd19","CD19 antigen"
-1.33712629641952,-1.42201277147715,5.11872604640436,0.0236689866692662,0.142538934168416,"5014",NA,NA
0.421625707149495,6.02980154935109,5.11749398914287,0.0236857980231798,0.142611153794499,"18756",NA,NA
-0.43747170184448,8.46004879268905,5.11633500586825,0.0237016235908857,0.142671036264616,"24241",NA,NA
-0.922532192893575,-2.28174009001681,5.11605959083739,0.0237053859126523,0.142671036264616,"17681","Msc","musculin"
-2.216910769551,-4.15091100973442,5.11433972392387,0.0237288942622313,0.142783482696668,"19723",NA,NA
0.434013320948842,5.119336475748,5.11198684412191,0.0237610942505839,0.142931366455312,"5606",NA,NA
-0.408884795592464,3.18663068486448,5.11146169832055,0.0237682872402008,0.142931366455312,"26426","Nubp2","nucleotide binding protein 2"
-0.563991459278815,2.84784374160625,5.1112530942575,0.0237711451436242,0.142931366455312,"5429",NA,NA
1.57447005407687,-3.50799026424966,5.11112467428134,0.0237729046916348,0.142931366455312,"9072",NA,NA
-1.34829850136054,-0.501013104080129,5.11078055709726,0.0237776202838341,0.142931366455312,"17202","Mc4r","melanocortin 4 receptor"
0.30624424676287,4.77264732299447,5.10916639169676,0.023799752869477,0.143006509507825,"10677",NA,NA
-0.437183036135906,3.25643887400678,5.10916399574583,0.0237997857373716,0.143006509507825,"9330",NA,NA
-0.366280125748164,5.57147061056282,5.10828766638669,0.0238118104696482,0.143049717261125,"6386",NA,NA
-1.3911473624123,-2.55494326871878,5.10777024253716,0.0238189133654061,0.143063345488627,"18185","Nrl","neural retina leucine zipper gene"
-2.58819509682612,-3.88974390090645,5.10708100735564,0.0238283782015163,0.14307089151589,"20056",NA,NA
-2.04270042737904,-3.39151549133237,5.10683961431848,0.0238316940236232,0.14307089151589,"12507","Cd5","CD5 antigen"
0.448993462662148,5.18850966612959,5.10662273145844,0.02383467357731,0.14307089151589,"13094","Cyp2b9","cytochrome P450, family 2, subfamily b, polypeptide 9"
-0.547278426513979,1.71708579493722,5.10592628585608,0.0238442440143214,0.143099313144558,"2738",NA,NA
0.438246107079771,6.76592306599392,5.10424171481399,0.0238674095882471,0.143209296825831,"9301",NA,NA
-0.349032072217252,5.53523712014252,5.10239099093551,0.023892886947224,0.143333104283235,"22248","Unc119","unc-119 lipid binding chaperone"
0.605273117475945,4.90513882233423,5.10193806808112,0.0238991262508844,0.143341476113178,"5539",NA,NA
0.852723208685054,-1.47033047978954,5.10134811940616,0.0239072557079145,0.143361178959334,"20277","Scnn1b","sodium channel, nonvoltage-gated 1 beta"
-0.562008366757988,4.77311369385116,5.10078125556127,0.0239150697597511,0.14337898286068,"1459",NA,NA
0.472913130978803,6.67111446751374,5.0997812958289,0.0239288603709131,0.143432603799156,"13235","Defa16","defensin, alpha, 16"
-2.03734851060185,-3.43273633917341,5.09903687245567,0.0239391321939888,0.143452157128819,"4827",NA,NA
-0.477977717807451,2.68615154041219,5.09884231957816,0.0239418174588327,0.143452157128819,"2214",NA,NA
0.321089643445059,6.8668611559992,5.09794245350928,0.023954241688734,0.143497545403787,"27414","Sergef","secretion regulating guanine nucleotide exchange factor"
1.02786603777494,-1.22888421808561,5.09712483805462,0.0239655361038293,0.143536148536859,"28081","Fam104a","family with sequence similarity 104, member A"
0.920950302651853,2.48298038272846,5.09665961265875,0.0239719651222779,0.14354560175305,"22520",NA,NA
-0.621718787823925,1.6919755321902,5.09593129166915,0.0239820334907298,0.143576839387248,"7815",NA,NA
1.00200307755359,2.32142706386049,5.09115787409073,0.0240481302917215,0.143943430364667,"7801",NA,NA
-1.28996441026598,-3.37385756289717,5.08959013991038,0.0240698796772875,0.144034309195716,"24210",NA,NA
-0.658324972361977,1.42771252745042,5.08936192364276,0.0240730474531819,0.144034309195716,"24040",NA,NA
-0.347967385814765,6.27828756523662,5.08872843820322,0.0240818428701357,0.144057807975728,"19180",NA,NA
0.714890160104314,-0.0667041999784218,5.08750657785017,0.0240988168000347,0.144122760674248,"17036",NA,NA
0.388160819952793,5.42668168842466,5.08724579245367,0.0241024412049083,0.144122760674248,"1933",NA,NA
0.443119986103316,4.1972343181379,5.08609651204763,0.0241184206848191,0.144180677240715,"9805",NA,NA
0.392059354548429,5.42311978688876,5.0852855055688,0.0241297034522948,0.144180677240715,"26795",NA,NA
-2.29001237868949,-4.11445268214457,5.0847964532892,0.0241365098215684,0.144180677240715,"4665",NA,NA
0.384446147986656,4.56284793857267,5.08479148927521,0.0241365789182834,0.144180677240715,"21496",NA,NA
0.332723836227609,6.87299728926838,5.08479051149882,0.0241365925284901,0.144180677240715,"14152",NA,NA
-1.6064893992186,-3.90085432142479,5.08444807092908,0.0241413596366621,0.144180677240715,"28891",NA,NA
-1.14151827933837,-3.39410243823082,5.08350244911365,0.0241545286925177,0.144230219450702,"8246",NA,NA
0.676042680481369,0.9739522712181,5.08195614495961,0.0241760791191039,0.144329777964826,"4505",NA,NA
0.337244688088959,4.8061571711265,5.08018566637163,0.0242007783033641,0.144448090425868,"21275","T(8A4;12D1)69Dn","reciprocal translocation, Chr 8, cytogenetic band A4; and Chr 12, cytogenetic band D1, Davisson 69"
-0.406282279719228,5.81323830809179,5.07914679642245,0.0242152833176669,0.144505521117104,"23993","Klk7","kallikrein related-peptidase 7 (chymotryptic, stratum corneum)"
0.473656010801749,6.50430316388903,5.07804460958157,0.0242306822436149,0.144551044132311,"13736",NA,NA
1.85300371222747,-0.850634745786792,5.07790159807683,0.0242326810374209,0.144551044132311,"11823",NA,NA
-0.762588313063027,-0.200705068949662,5.07575405144757,0.0242627167076374,0.144701043032873,"5763",NA,NA
0.643064690139096,10.203686846656,5.0742843226044,0.0242832946543989,0.144774533357675,"20037",NA,NA
-0.976742213210328,-3.05494477772706,5.074140157081,0.0242853141177535,0.144774533357675,"20738","Spn-ps","sialophorin, pseudogene"
-0.797415695244013,2.02577789070835,5.07382597646355,0.024289715747672,0.144774533357675,"6656",NA,NA
0.433614662779807,4.17973572186114,5.0722879530725,0.0243112752052406,0.144873855648144,"3967",NA,NA
1.6758201607497,-3.52250782864679,5.07077337577857,0.0243325254092693,0.144971295437187,"1252",NA,NA
-1.63777523472226,-3.03282365221797,5.06927453938575,0.0243535737366964,0.14506749347626,"15186","Hdc","histidine decarboxylase"
0.392372167711017,7.71732930237944,5.06809827870629,0.0243701053285419,0.145118510966581,"20998","t","t-complex"
0.42343342861129,3.40019367738463,5.06760941325226,0.0243769794451527,0.145118510966581,"22118",NA,NA
0.470817525621189,6.64167669418267,5.06737113991828,0.0243803306232872,0.145118510966581,"5615",NA,NA
-0.858519824529141,4.02963648297669,5.06726996922979,0.0243817536757288,0.145118510966581,"6799",NA,NA
-0.377641063237039,5.4924852078572,5.06652798067582,0.0243921930151946,0.145132565781126,"2550",NA,NA
0.464037794275458,3.80333357436809,5.06640500648864,0.0243939236371886,0.145132565781126,"7515",NA,NA
0.520112559670984,3.11244470565776,5.06431739957142,0.0244233220851584,0.145268612840206,"3584",NA,NA
-2.62550777015256,-4.14697191742096,5.06375286066603,0.0244312784434732,0.145268612840206,"4994",NA,NA
0.389121984294298,6.43618521617734,5.06373592851908,0.0244315171191061,0.145268612840206,"26799",NA,NA
-0.644808852311972,2.33881533560544,5.06165168072785,0.0244609151758028,0.145396975277706,"7237",NA,NA
0.366684274730604,5.40713908992001,5.06150880450119,0.024462931771287,0.145396975277706,"11692","Gfer","growth factor, augmenter of liver regeneration"
-1.66035469845595,-3.89709341318478,5.05914299492487,0.0244963485696616,0.145551337334654,"12584",NA,NA
-0.849051220491621,1.35012226684751,5.05897382095489,0.0244987399474171,0.145551337334654,"21361",NA,NA
0.457785280481824,6.11459206092476,5.05849511063639,0.0245055081240196,0.145562324751929,"17065",NA,NA
-0.399582109744729,6.10373488675401,5.05786580763547,0.0245144083858001,0.145585969769413,"23667",NA,NA
0.888540510005212,1.19708151084311,5.05702177997641,0.0245263507758343,0.145627668240221,"7242",NA,NA
0.477553403694528,4.88761612355423,5.05645341911914,0.0245343960787718,0.145646215277652,"12894","Cpt1a","carnitine palmitoyltransferase 1a, liver"
-0.396401532400366,8.82712188550121,5.05565495111623,0.0245457032380862,0.145655916522646,"6882",NA,NA
1.06056019526851,-0.36268293180429,5.05564288018699,0.0245458742168227,0.145655916522646,"27190",NA,NA
2.82098107851769,-4.29673694322774,5.05362292237483,0.024574503336521,0.145796567208834,"12266","C3","complement component 3"
0.433054372242861,4.79069174131668,5.05298837972432,0.0245835039419489,0.14582073204131,"6417",NA,NA
-1.21618678956977,-2.80183347088808,5.0517798304357,0.0246006559508801,0.145893228768416,"10579",NA,NA
-0.367161293883333,6.37706040104437,5.05078552119505,0.0246147767285585,0.145947723447853,"10477",NA,NA
0.653199716753209,0.432968540718831,5.04945477507307,0.0246336886116819,0.146030598374499,"27377","Yme1l1","YME1-like 1 (S. cerevisiae)"
-3.66444505357002,-0.684511870671121,5.04686342459221,0.0246705588487361,0.146219877430532,"27949","D11Nds1","DNA segment, Chr 11, Nuffield Department of Surgery 1"
0.325773761807798,5.89101283144469,5.04603094305969,0.0246824157097719,0.146260858650236,"29470",NA,NA
0.805150678162049,6.60538733579085,5.04565106510219,0.0246878281975404,0.146263643613576,"3936",NA,NA
0.30312460472728,5.96539598753219,5.04495538329974,0.0246977434414308,0.146293098811501,"28211","D6Wum18","DNA segment, Chr 6, Washington University School of Medicine 18"
-1.30268366308279,-2.91570786701909,5.04293705436855,0.0247265331859331,0.146418949466716,"24177",NA,NA
-0.723084524178632,1.09715528540384,5.04268712321876,0.0247301006641422,0.146418949466716,"7432",NA,NA
-1.0032657072842,-1.79684392095988,5.04220962192328,0.0247369179285687,0.146418949466716,"11859","Phox2a","paired-like homeobox 2a"
1.17288418410285,-0.592330114907517,5.04207914783287,0.0247387810405697,0.146418949466716,"13853","Epm2a","epilepsy, progressive myoclonic epilepsy, type 2 gene alpha"
-1.23583924842292,-2.18230586918869,5.04066545119577,0.0247589773415187,0.146503889746023,"16444",NA,NA
0.956442761480682,2.85765786823619,5.04038165884494,0.0247630337076203,0.146503889746023,"11813","Apoc2","apolipoprotein C-II"
0.640094224175922,3.8861474542595,5.03818994490998,0.024794384062723,0.146646234950895,"15813",NA,NA
0.368712560918439,5.40635387213182,5.03789551644265,0.0247985987160953,0.146646234950895,"17702","Msx2","msh homeobox 2"
-2.19049380894022,-3.60553256751389,5.03766073152196,0.024801960123314,0.146646234950895,"12565","Cdh9","cadherin 9"
0.992529921481518,0.609968532343986,5.03632523194242,0.0248210894212871,0.146730023820246,"7653",NA,NA
0.332866967143225,4.96117688980261,5.03525741154491,0.0248363955806966,0.146773440277821,"27058","Srp9","signal recognition particle 9"
-0.41495707436113,4.28470030287739,5.03414481490987,0.0248523539868451,0.146773440277821,"431",NA,NA
-1.41625370791548,-3.08640133718023,5.03404837003482,0.0248537378344383,0.146773440277821,"9474",NA,NA
0.685518491632926,-0.864321310175506,5.03403505058444,0.024853928956005,0.146773440277821,"19472","Rb(11.13)6Lub","Robertsonian translocation, Chr 11 and 13, Lubeck 6"
1.79187270990977,-3.85440583675952,5.03382555061043,0.0248569352840247,0.146773440277821,"8914",NA,NA
0.383740031172182,7.51478652492941,5.0337379664291,0.0248581922303396,0.146773440277821,"2070",NA,NA
0.988512211480853,-1.90313521888179,5.03321055905335,0.0248657626035824,0.146788851531581,"27745","D2Dcr19","DNA segment, Chr 2, Derry C. Roopenian 19"
-0.673816889911763,1.6239682401114,5.0317575966025,0.0248866307191804,0.146858528788554,"7180",NA,NA
-0.617421196550459,3.99486410187456,5.0316977242041,0.0248874910240462,0.146858528788554,"2551",NA,NA
0.858515213760261,2.99982015849092,5.03028561671142,0.0249077905117253,0.146923891910332,"17455",NA,NA
-0.424925758312691,5.87548591811386,5.03011739137946,0.0249102099491299,0.146923891910332,"24862",NA,NA
-1.86692523412681,-2.8507127703401,5.02980593785508,0.0249146899560107,0.146923891910332,"17321",NA,NA
-1.25445188955812,-3.18572509118666,5.02954617243517,0.0249184271110721,0.146923891910332,"1992",NA,NA
0.455691876797568,4.04787707211987,5.02777765889548,0.024943885575012,0.147044702354846,"11866",NA,NA
-0.572279578290427,1.80102835468973,5.02599363401463,0.0249695946909629,0.147136349296824,"20978",NA,NA
-2.66521878882433,-4.35058658444921,5.02573112499525,0.024973379960857,0.147136349296824,"6504",NA,NA
-1.03971635313085,-2.99394487075786,5.02559127630015,0.0249753967635697,0.147136349296824,"553",NA,NA
-1.42315191962869,-3.0496450211866,5.02531926073901,0.0249793200712075,0.147136349296824,"28561",NA,NA
-0.738412330276126,-0.789159878907365,5.02367680299278,0.0250030230029057,0.147246658651739,"11582",NA,NA
-0.555610909512996,1.42793782334882,5.02130991178182,0.0250372215881743,0.147418722335623,"11103",NA,NA
-0.519111751641757,6.03357511887666,5.01831695219867,0.0250805356143338,0.147636534565259,"7650",NA,NA
-1.07100543774651,-1.57180785388719,5.01772981836765,0.0250890417224799,0.147636534565259,"23664",NA,NA
1.21215868323651,-2.98990279036557,5.01673708121614,0.0251034308278252,0.147636534565259,"25114",NA,NA
-1.08561500191797,-2.04313164528731,5.0164239045405,0.0251079719059201,0.147636534565259,"21926","Tnf","tumor necrosis factor"
-0.565687132213402,3.51320292068277,5.01635881207977,0.0251089158570423,0.147636534565259,"12897",NA,NA
-0.369332169131506,4.39668238322968,5.01635318634099,0.0251089974415296,0.147636534565259,"10682",NA,NA
0.825179437400396,1.66881201992223,5.0163435927582,0.0251091365683422,0.147636534565259,"20317","Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
1.2533134397064,-2.57340200283346,5.01492287538516,0.0251297487502602,0.147701775750204,"23843",NA,NA
